Gene,Log2FoldChange,pvalue
ENSG00000178125,0.231782518,0.009873719
ENSG00000178127,0.031331062,0.729023048
ENSG00000178146,-0.199425998,0.09475522
ENSG00000178149,0.111129928,0.327514825
ENSG00000178150,0.066197157,0.264530248
ENSG00000178162,0.011184347,0.865513565
ENSG00000178163,0.088245522,0.474736039
ENSG00000178177,0.032751552,0.797258848
ENSG00000178184,0.818248834,0.003825586
ENSG00000178187,0.212775333,0.139105077
ENSG00000178188,0.006461653,0.955332543
ENSG00000178199,0.000778493,0.989134951
ENSG00000178201,0.104807477,0.247209461
ENSG00000178202,-0.032631964,0.796611551
ENSG00000178209,-0.697103657,0.000927326
ENSG00000178222,0.043120784,0.6034542
ENSG00000178226,-0.044900115,0.584031282
ENSG00000178229,0.027619465,0.8306041
ENSG00000178234,-0.188560118,0.051967476
ENSG00000178235,-0.064111804,0.314122763
ENSG00000178252,0.254980439,0.020536088
ENSG00000178295,0.011983614,0.920508071
ENSG00000178297,0.107621951,0.417871513
ENSG00000178301,0.702970775,0.002325715
ENSG00000178307,-0.345767134,0.002374602
ENSG00000178338,0.034847414,0.776862293
ENSG00000178342,-0.384972884,0.025820623
ENSG00000178343,0.243117889,0.093430348
ENSG00000178381,-0.074624316,0.522505032
ENSG00000178385,-0.085843051,0.515054543
ENSG00000178386,0.175231568,0.188924759
ENSG00000178397,0.137567073,0.154022953
ENSG00000178401,0.485129844,0.016519124
ENSG00000178404,0.09189535,0.363221376
ENSG00000178409,0.044574487,0.734629676
ENSG00000178425,0.691139542,9.33E-09
ENSG00000178429,0.102195035,0.326309062
ENSG00000178430,0.009611519,0.848829722
ENSG00000178440,0.079519337,0.546311728
ENSG00000178445,0.056061446,0.103596676
ENSG00000178449,-0.410681462,0.002081297
ENSG00000178458,0.200367603,0.02870285
ENSG00000178460,0.034229694,0.746017145
ENSG00000178464,-0.008464483,0.938805859
ENSG00000178467,-0.158395392,0.220910473
ENSG00000178498,0.196580656,0.152454673
ENSG00000178502,0.109746083,0.418496678
ENSG00000178531,0.282614143,0.084118366
ENSG00000178537,0.074746348,0.518031293
ENSG00000178567,0.264521819,0.001177367
ENSG00000178568,-0.034987964,0.503011573
ENSG00000178573,0.452189145,0.015474722
ENSG00000178585,-0.069597096,0.563316153
ENSG00000178605,-0.349281054,0.002120939
ENSG00000178607,-0.004518022,0.969240974
ENSG00000178623,0.041096285,0.701929954
ENSG00000178631,0.025889051,0.695630146
ENSG00000178636,-0.041399581,0.624774264
ENSG00000178660,0.055987956,0.644963873
ENSG00000178662,1.109882843,9.92E-05
ENSG00000178665,0.23978551,0.111354666
ENSG00000178685,0.191942185,0.163002662
ENSG00000178691,0.079877523,0.437383552
ENSG00000178694,0.132902628,0.265072717
ENSG00000178695,2.474981491,2.09E-44
ENSG00000178700,0.157402785,0.125541352
ENSG00000178715,-0.003102294,0.970472293
ENSG00000178718,-0.230275144,0.12837545
ENSG00000178719,-0.055965165,0.510651018
ENSG00000178723,-3.44291522,2.70E-11
ENSG00000178726,-0.109433434,0.340136568
ENSG00000178734,1.297901367,0.001034928
ENSG00000178741,-0.124040637,0.196986194
ENSG00000178750,0.028289924,0.518115922
ENSG00000178752,-0.259967477,0.084694072
ENSG00000178761,-0.144985185,0.074764035
ENSG00000178764,0.593335586,3.27E-05
ENSG00000178773,-0.009565491,0.924435995
ENSG00000178795,-0.130043258,0.075703384
ENSG00000178802,0.157359981,0.244942665
ENSG00000178803,0.022379897,0.785305515
ENSG00000178809,-0.107537675,0.421791655
ENSG00000178814,-0.304195993,0.017574177
ENSG00000178821,-0.019473196,0.783394668
ENSG00000178852,-0.105956272,0.430247182
ENSG00000178860,0.044897927,0.727998723
ENSG00000178878,0.443447369,0.02946455
ENSG00000178896,0.161465769,0.20409648
ENSG00000178904,-0.083097948,0.435370719
ENSG00000178913,-0.058181405,0.55095277
ENSG00000178917,0.201851998,0.175115924
ENSG00000178919,-0.002946097,NA
ENSG00000178921,0.026749432,0.838536172
ENSG00000178922,0.048225487,0.713160147
ENSG00000178927,0.107651084,0.244392798
ENSG00000178935,-0.140764822,0.305414008
ENSG00000178947,0.140757729,0.145210103
ENSG00000178950,-0.142254384,0.068112826
ENSG00000178951,-0.20156504,0.034363744
ENSG00000178952,-0.065333246,0.572579522
ENSG00000178966,0.076723796,0.504017492
ENSG00000178971,-0.018592165,0.87716073
ENSG00000178972,0.128546423,0.251252524
ENSG00000178974,0.142140754,0.167781938
ENSG00000178977,0.011423761,0.917186713
ENSG00000178980,-0.202796549,0.03091682
ENSG00000178982,0.018445387,0.877593228
ENSG00000178988,0.166338399,0.017888589
ENSG00000178996,-0.010262022,0.913965127
ENSG00000178999,-0.026922394,0.790716853
ENSG00000179008,0.014181619,0.826342509
ENSG00000179010,0.019723165,0.752758749
ENSG00000179021,0.067924577,0.446235821
ENSG00000179029,-0.170942462,0.226477074
ENSG00000179041,-0.291420829,0.054835372
ENSG00000179044,0.524673763,0.021013457
ENSG00000179051,0.035021759,0.776487002
ENSG00000179057,-0.062691738,0.407331885
ENSG00000179058,0.098997599,0.362854946
ENSG00000179071,0.177031895,0.218128836
ENSG00000179082,0.783196956,0.005691665
ENSG00000179085,-0.327882267,0.025921262
ENSG00000179091,-0.089106111,0.457082301
ENSG00000179094,-3.158109644,3.02E-56
ENSG00000179097,0.011468277,0.630087348
ENSG00000179101,0.221679537,0.038905087
ENSG00000179104,0.073637868,0.550812237
ENSG00000179115,-0.120189251,0.324052893
ENSG00000179119,-0.164940607,0.161871049
ENSG00000179133,0.043619391,0.355070986
ENSG00000179134,-0.221556385,0.031194359
ENSG00000179151,0.042055983,0.667326835
ENSG00000179152,0.074834157,0.522313139
ENSG00000179163,0.052029237,0.68983343
ENSG00000179168,0.054462137,0.631961527
ENSG00000179195,0.154578767,0.076535902
ENSG00000179218,0.063581383,0.631824003
ENSG00000179222,0.610971812,2.61E-07
ENSG00000179240,0.460285747,0.021548322
ENSG00000179241,-0.449133515,0.003797215
ENSG00000179242,-0.972754335,0.003783339
ENSG00000179256,0.023026526,0.806072664
ENSG00000179262,-0.195526905,0.018421706
ENSG00000179271,-0.150127174,0.136542764
ENSG00000179277,-0.115397458,0.38026848
ENSG00000179292,-0.004976367,0.910290468
ENSG00000179294,-0.881859359,0.000178602
ENSG00000179295,-0.46480411,1.91E-05
ENSG00000179296,0.169717201,0.13919691
ENSG00000179300,-2.709649994,3.32E-06
ENSG00000179304,-0.069212128,0.483697518
ENSG00000179314,-0.117612964,0.168655652
ENSG00000179335,0.021894324,0.823646829
ENSG00000179348,0.040705798,0.724536366
ENSG00000179361,-0.054504108,0.670715113
ENSG00000179362,-0.074105728,0.412463175
ENSG00000179364,-0.121288754,0.074427058
ENSG00000179387,-0.126386637,0.185139817
ENSG00000179388,1.651400289,1.08E-05
ENSG00000179397,-0.202625929,0.169926261
ENSG00000179403,0.047375035,0.707281738
ENSG00000179406,0.183621582,0.196024647
ENSG00000179409,-0.087252972,0.43719343
ENSG00000179428,-0.02306717,0.755004992
ENSG00000179431,-0.502184015,0.003364841
ENSG00000179454,-0.067521053,0.462698332
ENSG00000179455,0.052460874,0.472924753
ENSG00000179456,0.310514842,0.01652937
ENSG00000179476,-0.058538648,0.625069285
ENSG00000179523,-0.160185395,0.178065384
ENSG00000179526,-0.070749767,0.453793714
ENSG00000179528,0.138936254,0.21675511
ENSG00000179532,0.075288758,0.535087615
ENSG00000179542,0.006733894,0.906958236
ENSG00000179562,0.024580398,0.771765019
ENSG00000179571,0.023423758,0.768864087
ENSG00000179583,0.3002568,0.040753544
ENSG00000179588,0.267832634,0.063764786
ENSG00000179593,-11.09126305,1.12E-18
ENSG00000179598,-0.026358446,0.833594625
ENSG00000179604,0.08493432,0.491658987
ENSG00000179611,0.078468997,0.539056003
ENSG00000179627,0.053370802,0.681656671
ENSG00000179630,0.027627123,0.80372018
ENSG00000179632,-0.255063027,0.001432693
ENSG00000179698,-0.075736813,0.468930647
ENSG00000179715,-0.06308781,0.607136069
ENSG00000179743,-0.091518211,0.476649745
ENSG00000179750,-0.002435733,0.980955808
ENSG00000179761,0.008589184,0.93267185
ENSG00000179766,0.011547516,0.900929833
ENSG00000179813,2.423988358,0.003963854
ENSG00000179818,-0.069136163,0.553650855
ENSG00000179820,-1.4377837,3.87E-14
ENSG00000179832,-0.242064834,0.021104919
ENSG00000179833,0.183521909,0.071812046
ENSG00000179837,0.206626355,0.010174919
ENSG00000179841,-0.076911313,0.415468324
ENSG00000179846,-0.060687806,0.296484722
ENSG00000179855,-0.05459882,0.557304696
ENSG00000179859,-0.286799869,0.074139135
ENSG00000179862,-1.284681965,2.65E-05
ENSG00000179869,0.02216201,0.826844137
ENSG00000179886,-0.005823787,0.961636945
ENSG00000179889,0.106042971,0.321983005
ENSG00000179899,0.288497016,0.005408471
ENSG00000179909,0.478479091,0.008982064
ENSG00000179912,0.042943416,0.717153805
ENSG00000179918,-0.044324367,0.556633917
ENSG00000179921,-0.049259672,0.546353196
ENSG00000179922,0.287616667,0.057808199
ENSG00000179933,-0.033256013,0.667206333
ENSG00000179935,0.086488253,0.36866599
ENSG00000179938,0.038164629,0.761159325
ENSG00000179941,-0.267424635,0.018146824
ENSG00000179943,0.069180087,0.533016268
ENSG00000179950,-0.061940476,0.55138674
ENSG00000179954,0.146377671,0.253900382
ENSG00000179958,-0.0998745,0.437825314
ENSG00000179965,-0.039610605,0.759508048
ENSG00000179967,0.077296103,0.560539792
ENSG00000179978,0.237971824,0.123456158
ENSG00000179979,-0.013063361,0.905797217
ENSG00000179981,0.465416712,0.016843557
ENSG00000179988,0.092279145,0.490257525
ENSG00000179994,0.014061903,0.879501017
ENSG00000180008,-0.180218349,0.048340021
ENSG00000180011,0.154571908,0.177076961
ENSG00000180015,-0.199187377,0.134407738
ENSG00000180035,0.016510057,0.892731508
ENSG00000180089,0.051147413,0.599171587
ENSG00000180096,0.057452739,0.227378826
ENSG00000180098,-0.1730384,0.146117085
ENSG00000180104,0.039453923,0.648465855
ENSG00000180105,-0.016441921,0.794600943
ENSG00000180113,-0.108900776,0.254953161
ENSG00000180139,-1.162117859,0.001764756
ENSG00000180155,0.230054561,0.13120029
ENSG00000180172,-0.046102952,0.476766473
ENSG00000180182,-0.255926927,0.002189962
ENSG00000180185,0.079140141,0.444438492
ENSG00000180189,0.063226508,0.338797628
ENSG00000180190,-0.036909448,0.775879418
ENSG00000180198,-0.201989715,0.119620485
ENSG00000180211,-0.043804889,0.694628536
ENSG00000180228,-0.043667636,0.666627359
ENSG00000180229,0.051428487,0.64091605
ENSG00000180233,-0.149722947,0.279058793
ENSG00000180257,0.058859652,0.653988732
ENSG00000180263,-0.014434212,0.908071836
ENSG00000180279,0.035073546,0.490512432
ENSG00000180287,-0.070091062,NA
ENSG00000180304,0.210015597,0.018494931
ENSG00000180316,-0.102995609,0.129742699
ENSG00000180329,0.045269269,0.703864875
ENSG00000180336,0.166308343,0.18937465
ENSG00000180340,-0.124175979,0.252670584
ENSG00000180346,-0.0607692,0.641851554
ENSG00000180353,-0.018421066,0.778944029
ENSG00000180354,-0.382280897,0.004813381
ENSG00000180357,-0.023445659,0.826743124
ENSG00000180370,-0.085942863,0.298264948
ENSG00000180376,0.039647121,0.732899451
ENSG00000180385,0.070219674,0.561070909
ENSG00000180389,0.050708508,0.525050407
ENSG00000180398,-0.033247901,0.748877776
ENSG00000180422,-0.267747156,0.069332
ENSG00000180423,-0.036237029,0.77724341
ENSG00000180425,0.019471463,0.654972168
ENSG00000180432,-0.071413463,0.080545765
ENSG00000180447,-0.149736045,0.24650832
ENSG00000180448,-0.037046426,0.769969685
ENSG00000180458,0.048378839,0.45325375
ENSG00000180479,0.311363412,0.047243775
ENSG00000180481,0.147905998,0.220465043
ENSG00000180488,-0.415987603,0.001424343
ENSG00000180509,-0.126649433,0.293489336
ENSG00000180525,-0.290231061,0.030197806
ENSG00000180530,0.048460992,0.655219422
ENSG00000180537,-0.115511779,0.346658825
ENSG00000180543,0.061437403,0.535474892
ENSG00000180573,0.212896195,0.122921505
ENSG00000180574,0.203226976,0.077117411
ENSG00000180581,0.144146568,0.113511832
ENSG00000180592,0.02064109,0.866157054
ENSG00000180596,0.136202823,0.301306899
ENSG00000180610,0.008021189,0.893739621
ENSG00000180611,-0.459140022,0.002428372
ENSG00000180626,0.180560401,0.202738357
ENSG00000180628,-0.350178836,0.00653031
ENSG00000180638,0.008680001,0.856746761
ENSG00000180658,0.018927164,0.820996141
ENSG00000180660,-0.049207441,0.705740962
ENSG00000180667,-0.374894104,0.005407555
ENSG00000180672,-1.14074822,2.87E-05
ENSG00000180673,-0.010667117,0.931393774
ENSG00000180694,-0.559758877,0.002550458
ENSG00000180747,-0.031776128,0.775733442
ENSG00000180758,0.003417145,0.979501787
ENSG00000180764,-0.298554707,0.057381356
ENSG00000180769,0.141695842,0.309217049
ENSG00000180771,-0.319890861,0.025854203
ENSG00000180773,-0.289543028,0.004729304
ENSG00000180776,0.202074072,0.103444749
ENSG00000180777,0.062128663,0.357414381
ENSG00000180787,-0.003006049,0.971956019
ENSG00000180801,-0.183915863,0.194956954
ENSG00000180806,-0.03130913,0.650040442
ENSG00000180815,0.05480001,0.210639062
ENSG00000180817,0.270985479,0.026461703
ENSG00000180822,-0.097303744,0.402875859
ENSG00000180834,0.057750263,0.636171007
ENSG00000180855,0.158301574,0.262513926
ENSG00000180867,0.069146644,0.508308838
ENSG00000180875,0.207794779,0.143763134
ENSG00000180878,0.041568494,0.54368254
ENSG00000180879,0.004239606,0.975685144
ENSG00000180881,0.556460541,0.001165616
ENSG00000180884,0.166867584,0.237994886
ENSG00000180891,-0.522124612,5.56E-07
ENSG00000180900,0.038637147,0.745996772
ENSG00000180901,-0.102638853,0.241343888
ENSG00000180902,0.066270841,0.559700182
ENSG00000180914,-0.107907124,0.062238891
ENSG00000180917,0.063225759,0.489133063
ENSG00000180921,-0.152179534,0.264461465
ENSG00000180938,0.615617979,0.003491128
ENSG00000180953,0.068460055,0.602250658
ENSG00000180957,-0.31099359,0.000147692
ENSG00000180964,0.075172263,0.362487804
ENSG00000180979,-0.084989014,0.50818124
ENSG00000180992,0.370333277,0.006128986
ENSG00000180998,0.166009221,0.21745682
ENSG00000181004,-0.361102488,0.018071757
ENSG00000181007,0.139484764,0.252769062
ENSG00000181016,0.074544646,0.553054886
ENSG00000181019,0.581679772,0.002850751
ENSG00000181026,0.081693613,0.517246523
ENSG00000181027,-0.614715258,3.46E-10
ENSG00000181029,-0.007642433,0.871089421
ENSG00000181031,-0.098941998,0.422381671
ENSG00000181035,0.080344507,0.514304421
ENSG00000181036,-0.051686681,0.243648906
ENSG00000181038,-0.177493394,0.160691917
ENSG00000181039,-0.049492662,0.700684154
ENSG00000181045,0.317692505,0.001824082
ENSG00000181061,-1.184584982,2.98E-21
ENSG00000181072,0.573110097,0.002500857
ENSG00000181074,0.026470135,0.627456272
ENSG00000181085,0.025201904,0.660810894
ENSG00000181090,0.121855858,0.203344414
ENSG00000181097,-0.084753232,0.442329003
ENSG00000181104,-0.161328291,0.234372325
ENSG00000181135,-0.052564967,0.649385007
ENSG00000181163,0.109608693,0.200597987
ENSG00000181191,0.142521653,0.159036905
ENSG00000181192,-0.708921475,1.57E-07
ENSG00000181195,-0.053081442,0.682713636
ENSG00000181218,0.215377657,0.149085597
ENSG00000181220,-0.14035861,0.143709334
ENSG00000181222,-0.083638052,0.363161903
ENSG00000181227,-0.019726332,0.875262316
ENSG00000181240,0.053708385,0.331014136
ENSG00000181264,-0.062606262,0.605499728
ENSG00000181274,-0.110532585,0.408038341
ENSG00000181284,-0.041658909,0.735497565
ENSG00000181315,0.118273119,0.29408255
ENSG00000181322,-0.288162682,0.062472763
ENSG00000181333,0.016942984,0.800047831
ENSG00000181350,0.520267957,0.020597507
ENSG00000181359,0.053966841,0.607527687
ENSG00000181374,-0.013580001,0.863255231
ENSG00000181381,-0.386015658,0.016043035
ENSG00000181392,-0.077514623,0.401211117
ENSG00000181396,0.143117244,0.203849785
ENSG00000181404,0.092568875,0.253611066
ENSG00000181409,0.110619381,0.13763365
ENSG00000181444,0.164172118,0.147314508
ENSG00000181450,0.047532508,0.697234429
ENSG00000181458,-0.075712812,0.529498955
ENSG00000181467,1.252194531,4.69E-27
ENSG00000181472,0.525271039,0.000220182
ENSG00000181481,-0.406789686,0.000988616
ENSG00000181513,-0.033349705,0.787160001
ENSG00000181523,0.179748785,0.016707336
ENSG00000181524,-0.040276043,0.724273323
ENSG00000181541,-0.01585746,0.744906628
ENSG00000181544,-0.13460751,0.290736958
ENSG00000181555,0.047399223,0.548284375
ENSG00000181585,0.054415239,0.237470373
ENSG00000181588,0.291715082,0.035844256
ENSG00000181610,-0.231504079,0.027451186
ENSG00000181619,-0.136879679,0.32250672
ENSG00000181625,0.050385662,0.624423524
ENSG00000181634,2.394667676,3.53E-07
ENSG00000181638,0.073336599,0.556164457
ENSG00000181649,-0.30407454,0.069752988
ENSG00000181652,-0.007881119,0.902243175
ENSG00000181666,0.162752316,0.179519386
ENSG00000181690,-0.088739028,0.484024026
ENSG00000181704,-0.134382939,0.154654772
ENSG00000181722,0.219459529,0.141919442
ENSG00000181741,-0.050115827,0.578951923
ENSG00000181744,-0.046604183,0.686480885
ENSG00000181751,-0.249269139,0.070965973
ENSG00000181754,0.040060009,0.756873129
ENSG00000181773,0.05157691,0.377715459
ENSG00000181778,-0.059405966,0.514757006
ENSG00000181788,-0.208495212,0.033669626
ENSG00000181789,-0.086486514,0.302982271
ENSG00000181790,0.06459065,0.15863079
ENSG00000181798,0.088635141,0.151237295
ENSG00000181800,-0.704370168,0.002403691
ENSG00000181804,-0.414404014,0.007538647
ENSG00000181817,0.118988712,0.292313822
ENSG00000181819,-0.54757376,0.000652194
ENSG00000181826,-0.905941997,1.20E-06
ENSG00000181827,0.520575024,4.44E-06
ENSG00000181830,-0.580638832,3.56E-07
ENSG00000181852,-0.408879792,8.15E-05
ENSG00000181856,-0.061114054,0.230817255
ENSG00000181873,-0.035946455,0.757841065
ENSG00000181885,-0.173651949,0.158220091
ENSG00000181894,0.208661032,0.081172127
ENSG00000181896,-0.159499938,0.248658926
ENSG00000181904,-0.279848201,0.00259396
ENSG00000181915,0.034947555,0.693947867
ENSG00000181924,-0.02764516,0.822488667
ENSG00000181929,-0.030031374,0.676798022
ENSG00000181938,0.000474848,0.998279459
ENSG00000181982,0.160542302,0.053042698
ENSG00000181984,0.07371199,0.113871781
ENSG00000181991,-0.069812263,0.558764295
ENSG00000182004,-0.079638479,0.510118493
ENSG00000182010,1.833957842,9.32E-14
ENSG00000182013,0.012293235,0.880610313
ENSG00000182022,-0.096066327,0.422234939
ENSG00000182054,-0.515023774,0.000496387
ENSG00000182057,0.052288886,0.402706302
ENSG00000182087,-0.165308129,0.076459459
ENSG00000182093,-0.221586107,0.05340992
ENSG00000182095,-0.150391419,0.033228362
ENSG00000182107,-0.291207631,0.058342008
ENSG00000182108,0.007995416,0.906931449
ENSG00000182109,0.083585915,0.504455864
ENSG00000182117,-0.103479566,0.265006397
ENSG00000182118,-0.316926844,0.032976618
ENSG00000182134,0.09982339,0.440540712
ENSG00000182141,-0.036411648,0.765255475
ENSG00000182149,-0.024025327,0.733034455
ENSG00000182150,0.02509331,0.800694515
ENSG00000182154,-0.42972449,0.007950512
ENSG00000182158,-0.454755212,0.003835646
ENSG00000182165,0.017562698,0.88317554
ENSG00000182168,0.063653485,0.420761339
ENSG00000182173,0.004423115,0.973329656
ENSG00000182175,-0.270180061,0.083978377
ENSG00000182179,0.357844546,0.01181968
ENSG00000182180,-0.0013431,0.987740417
ENSG00000182183,0.002857206,0.949375392
ENSG00000182185,0.366795412,0.035909376
ENSG00000182195,0.23394294,0.01015655
ENSG00000182196,0.027003112,0.748211304
ENSG00000182197,0.814406884,4.87E-12
ENSG00000182199,0.676231382,4.67E-11
ENSG00000182208,-0.103876958,0.379237032
ENSG00000182217,0.47005355,0.000404908
ENSG00000182218,0.020039623,0.876854148
ENSG00000182220,-0.079531222,0.415541974
ENSG00000182224,0.080106034,0.45198774
ENSG00000182230,-0.086816356,0.056091354
ENSG00000182240,-0.045652689,0.728046109
ENSG00000182247,0.040948248,0.751777538
ENSG00000182253,-0.007187252,0.943009757
ENSG00000182257,0.080529942,0.492141295
ENSG00000182261,-0.199785511,0.039443295
ENSG00000182263,0.439205336,0.004594321
ENSG00000182272,0.652712058,0.004501322
ENSG00000182287,-0.263955558,0.062963072
ENSG00000182307,-0.095838525,0.25960866
ENSG00000182308,0.028597685,0.570788302
ENSG00000182310,0.19538716,0.185140933
ENSG00000182318,0.181606431,0.170065662
ENSG00000182319,0.020629739,0.87498305
ENSG00000182324,-0.042098351,0.718468964
ENSG00000182325,-0.28154618,0.059125024
ENSG00000182326,-0.094987271,0.31182275
ENSG00000182327,0.248819385,0.088814675
ENSG00000182329,0.32672642,0.015919313
ENSG00000182330,-0.035541431,0.067042058
ENSG00000182347,-0.052291735,0.339207824
ENSG00000182359,-0.126625079,0.352381861
ENSG00000182362,-0.057471744,0.647289561
ENSG00000182366,0.009851627,0.880229992
ENSG00000182368,0.015688125,0.87954859
ENSG00000182372,0.224482569,0.082749734
ENSG00000182378,0.053768707,0.70153111
ENSG00000182379,0.941690248,0.001764483
ENSG00000182389,0.257101689,0.096164271
ENSG00000182397,0.445153734,0.028913124
ENSG00000182400,-0.071981044,0.538749406
ENSG00000182405,0.069473531,0.59939642
ENSG00000182446,-0.236671271,0.000454064
ENSG00000182463,0.011310453,0.828040927
ENSG00000182472,0.006657286,0.936683754
ENSG00000182473,0.340369988,0.005884176
ENSG00000182481,0.167320204,0.177677376
ENSG00000182484,-0.035912245,0.780060996
ENSG00000182489,0.038655047,0.448571075
ENSG00000182492,0.289503946,0.047706153
ENSG00000182500,0.141887343,0.263399635
ENSG00000182502,-0.242681121,0.118981783
ENSG00000182504,0.115602525,0.256864537
ENSG00000182508,0.108729575,0.081866787
ENSG00000182511,0.109656569,0.412831867
ENSG00000182512,-0.04086503,0.682104187
ENSG00000182518,0.070062491,0.569376871
ENSG00000182534,-0.154256517,0.133274088
ENSG00000182541,-0.077233569,0.509868904
ENSG00000182544,-0.131425862,0.237465779
ENSG00000182551,-0.498761877,0.000183956
ENSG00000182552,-1.077110223,3.59E-11
ENSG00000182568,0.304177918,0.01720992
ENSG00000182574,0.027587034,0.586380036
ENSG00000182575,-0.925132675,0.002871383
ENSG00000182578,-0.047835252,0.567918799
ENSG00000182580,1.32597096,1.48E-06
ENSG00000182584,-0.187875074,0.160528859
ENSG00000182600,0.020775315,0.838333343
ENSG00000182606,0.011782976,0.921892744
ENSG00000182612,0.064057734,0.504944125
ENSG00000182621,0.676066833,4.82E-05
ENSG00000182625,0.028026098,0.795622458
ENSG00000182628,0.292114177,0.009547246
ENSG00000182632,0.014242659,0.818591875
ENSG00000182636,0.100254605,0.470009894
ENSG00000182646,-0.053214754,0.585264702
ENSG00000182648,0.003987484,0.972908993
ENSG00000182667,0.422513924,0.028610789
ENSG00000182670,0.503046347,1.40E-05
ENSG00000182674,0.172022121,0.015683118
ENSG00000182685,-0.599753532,0.010862107
ENSG00000182700,-0.242411024,0.036238517
ENSG00000182704,-0.847419752,7.50E-05
ENSG00000182718,-0.643974025,4.61E-10
ENSG00000182732,1.995206992,0.001329259
ENSG00000182742,-0.110285643,0.407928843
ENSG00000182749,-0.118156526,0.253541448
ENSG00000182752,-0.071270735,0.432528963
ENSG00000182768,0.179302861,0.13319626
ENSG00000182771,0.010357115,0.803529779
ENSG00000182774,-0.053332227,0.679356158
ENSG00000182791,0.036816005,0.639187864
ENSG00000182796,-0.343976349,0.009663251
ENSG00000182809,-0.614045705,1.95E-06
ENSG00000182810,-0.095312761,0.447017436
ENSG00000182814,-0.016216714,0.780317569
ENSG00000182827,-0.091502451,0.259408013
ENSG00000182831,-0.063220766,0.446256104
ENSG00000182836,-2.815743005,6.21E-05
ENSG00000182841,0.055198326,0.649399273
ENSG00000182853,-0.015763939,0.85218257
ENSG00000182858,0.055679792,0.661437984
ENSG00000182871,-0.267477054,0.073069455
ENSG00000182872,0.02565632,0.813685809
ENSG00000182873,0.082199332,0.526594946
ENSG00000182890,-0.284103275,0.035195332
ENSG00000182899,0.01386407,0.899972824
ENSG00000182901,0.036718708,0.639603061
ENSG00000182902,-0.171150216,0.182429612
ENSG00000182903,0.013885366,0.914508191
ENSG00000182909,-0.07888252,0.542448215
ENSG00000182912,-0.023413762,0.833455745
ENSG00000182916,0.489359219,1.30E-05
ENSG00000182919,0.000982213,0.993215965
ENSG00000182923,-0.055392673,0.539523217
ENSG00000182931,0.048861035,0.345202699
ENSG00000182934,-0.03308419,0.730775016
ENSG00000182944,-0.195131082,0.030948708
ENSG00000182950,0.176722767,0.077636029
ENSG00000182952,-0.258777014,0.006540613
ENSG00000182957,0.435360479,0.005394187
ENSG00000182963,0.260454081,0.027197197
ENSG00000182973,0.014336729,0.881730313
ENSG00000182979,-0.040730463,0.67073657
ENSG00000182983,0.077626664,0.549537665
ENSG00000182985,0.758058973,0.010304969
ENSG00000182986,0.145091104,0.261146845
ENSG00000182993,0.047916544,0.685426137
ENSG00000183010,0.558759674,0.002625297
ENSG00000183011,-0.08645744,0.457593339
ENSG00000183018,0.135282144,0.135479188
ENSG00000183020,-0.011377484,0.917200422
ENSG00000183022,-0.011463043,0.886785673
ENSG00000183023,0.655184813,0.001898345
ENSG00000183032,-0.038146601,0.66325827
ENSG00000183044,-1.143140523,4.93E-33
ENSG00000183048,-0.011776978,0.909591037
ENSG00000183049,0.724419909,3.78E-07
ENSG00000183054,0.16678919,0.163691003
ENSG00000183055,-0.04096108,0.673815728
ENSG00000183060,-0.055758761,0.664821096
ENSG00000183066,0.089947312,0.382598133
ENSG00000183077,-0.240524664,0.07759881
ENSG00000183086,-0.138390511,0.316974127
ENSG00000183087,-0.068532862,0.499974183
ENSG00000183091,0.041728706,0.724571755
ENSG00000183092,2.505294934,0.00187719
ENSG00000183098,-0.018070947,0.886221783
ENSG00000183111,0.352946848,0.048060037
ENSG00000183117,0.022295208,0.614305793
ENSG00000183134,-0.061251899,0.418060137
ENSG00000183137,0.214199361,0.055179486
ENSG00000183148,0.056403969,0.188669809
ENSG00000183150,-0.007555872,0.885500637
ENSG00000183153,0.034742685,0.659784001
ENSG00000183154,-0.271640236,0.020431716
ENSG00000183155,-0.17123092,0.130083874
ENSG00000183160,1.149963365,1.53E-25
ENSG00000183161,0.117761773,0.325457734
ENSG00000183169,-0.149797003,0.054606122
ENSG00000183171,-0.075172228,0.470120485
ENSG00000183172,0.001894205,0.988408904
ENSG00000183199,0.166074524,0.186438591
ENSG00000183207,-0.163173499,0.146051755
ENSG00000183208,0.038524525,0.755184727
ENSG00000183246,0.033902772,0.750563113
ENSG00000183250,0.023256235,0.854767572
ENSG00000183255,-0.268732799,0.035199292
ENSG00000183258,-0.010962756,0.927283847
ENSG00000183260,0.044712663,0.724480201
ENSG00000183281,-0.12028897,0.377285539
ENSG00000183283,-0.074476557,0.282534504
ENSG00000183287,-0.542897801,0.000237899
ENSG00000183291,-0.360891361,0.000898549
ENSG00000183298,0.018904538,0.881454833
ENSG00000183307,0.003003977,0.977560134
ENSG00000183309,0.156122507,0.106575857
ENSG00000183317,-0.020413344,0.655173207
ENSG00000183323,0.073626325,0.578817132
ENSG00000183337,0.059289798,0.625572787
ENSG00000183340,0.125234734,0.182696157
ENSG00000183346,0.175171776,0.155691654
ENSG00000183354,0.142452834,0.158350892
ENSG00000183378,-0.04859086,0.42695292
ENSG00000183386,-0.128648922,0.292007596
ENSG00000183395,0.063925099,0.083559361
ENSG00000183397,-0.190621143,0.188568347
ENSG00000183401,0.276063618,0.031854894
